,Aggregate,Unix
916,331.30682,1430815200000.0
917,329.81818,1430815800000.0
918,380.20224,1430816400000.0
919,359.4269700000001,1430817000000.0
920,327.01135,1430817600000.0
921,371.71912,1430818200000.0
922,343.375,1430818800000.0
923,324.3708,1430819400000.0
924,370.11365,1430820000000.0
925,353.83517,1430820600000.0
926,331.0,1430821200000.0
927,363.3111,1430821800000.0
928,362.27173,1430822400000.0
929,330.51135,1430823000000.0
930,355.5909,1430823600000.0
931,363.57303,1430824200000.0
932,329.45978,1430824800000.0
933,349.95505,1430825400000.0
934,363.3409,1430826000000.0
935,331.78653,1430826600000.0
936,350.60214,1430827200000.0
937,367.51685,1430827800000.0
938,330.45456,1430828400000.0
939,347.67044,1430829000000.0
940,375.4156,1430829600000.0
941,327.6292,1430830200000.0
942,343.34445,1430830800000.0
943,368.5341,1430831400000.0
944,328.29214,1430832000000.0
945,345.8651700000001,1430832600000.0
946,374.28088,1430833200000.0
947,330.63635,1430833800000.0
948,339.5862,1430834400000.0
949,369.0465,1430835000000.0
950,331.2159,1430835600000.0
951,344.68182,1430836200000.0
952,375.72726,1430836800000.0
953,329.9770200000001,1430837400000.0
954,347.9091,1430838000000.0
955,372.39774,1430838600000.0
956,330.08987,1430839200000.0
957,436.23865,1430839800000.0
958,535.9213,1430840400000.0
959,468.88507,1430841000000.0
960,468.14774000000006,1430841600000.0
961,365.9111,1430842200000.0
962,371.8506,1430842800000.0
963,405.76404,1430843400000.0
964,1804.1494,1430844000000.0
965,1841.1123,1430844600000.0
966,1227.9656,1430845200000.0
967,1383.1932,1430845800000.0
968,1267.7931,1430846400000.0
969,1429.862,1430847000000.0
970,1468.3523,1430847600000.0
971,1386.9318,1430848200000.0
972,528.73865,1430848800000.0
973,544.88763,1430849400000.0
974,684.0459599999998,1430850000000.0
975,808.91113,1430850600000.0
976,656.5349,1430851200000.0
977,560.0909,1430851800000.0
978,556.1932,1430852400000.0
979,547.5682,1430853000000.0
980,546.5341,1430853600000.0
981,560.4157,1430854200000.0
982,695.1348,1430854800000.0
983,723.3563,1430855400000.0
984,657.0341,1430856000000.0
985,974.9545,1430856600000.0
986,594.1954,1430857200000.0
987,590.2414,1430857800000.0
988,611.05615,1430858400000.0
989,645.4157,1430859000000.0
990,599.10345,1430859600000.0
991,549.9551,1430860200000.0
992,504.66666,1430860800000.0
993,444.86206,1430861400000.0
994,403.55554,1430862000000.0
995,348.29544,1430862600000.0
996,376.2069,1430863200000.0
997,364.38635,1430863800000.0
998,358.12643,1430864400000.0
999,330.1724200000001,1430865000000.0
1000,351.3,1430865600000.0
1001,325.76135,1430866200000.0
1002,333.26135,1430866800000.0
1003,332.8735700000001,1430867400000.0
1004,321.69662,1430868000000.0
1005,362.33707,1430868600000.0
1006,355.60226,1430869200000.0
1007,320.28088,1430869800000.0
1008,306.4138,1430870400000.0
1009,347.89655,1430871000000.0
1010,312.83908,1430871600000.0
1011,322.97726,1430872200000.0
1012,312.10345,1430872800000.0
1013,301.62222,1430873400000.0
1014,346.53333,1430874000000.0
1015,345.86206,1430874600000.0
1016,318.54544,1430875200000.0
1017,294.97726,1430875800000.0
1018,321.73865,1430876400000.0
1019,307.34482,1430877000000.0
1020,331.26965,1430877600000.0
1021,318.57608,1430878200000.0
1022,299.1591,1430878800000.0
1023,340.28888,1430879400000.0
1024,347.11365,1430880000000.0
1025,321.79544,1430880600000.0
1026,298.08047,1430881200000.0
1027,324.43182,1430881800000.0
1028,301.12643,1430882400000.0
1029,326.7816200000001,1430883000000.0
1030,342.61365,1430883600000.0
1031,325.77274,1430884200000.0
1032,382.71912,1430884800000.0
1033,408.1,1430885400000.0
1034,394.70114,1430886000000.0
1035,398.8889,1430886600000.0
1036,427.7159,1430887200000.0
1037,402.53934,1430887800000.0
1038,412.19318,1430888400000.0
1039,434.26135,1430889000000.0
1040,422.15732,1430889600000.0
1041,395.06818,1430890200000.0
1042,449.89774000000006,1430890800000.0
1043,1940.6207,1430891400000.0
1044,2332.25,1430892000000.0
1045,3914.7932,1430892600000.0
1046,2653.8296,1430893200000.0
1047,1082.9551,1430893800000.0
1048,477.86517,1430894400000.0
1049,498.10464,1430895000000.0
1050,491.23254,1430895600000.0
1051,482.11627,1430896200000.0
1052,524.4607,1430896800000.0
1053,1049.5403,1430897400000.0
1054,625.25,1430898000000.0
1055,440.2469200000001,1430898600000.0
1056,323.17044,1430899200000.0
1057,326.60675,1430899800000.0
1058,351.85226,1430900400000.0
1059,325.92136,1430901000000.0
1060,353.97754,1430901600000.0
1061,359.74698,1430902200000.0
1062,345.61365,1430902800000.0
1063,323.1591,1430903400000.0
1064,355.52274,1430904000000.0
1065,329.9091,1430904600000.0
1066,347.34482,1430905200000.0
1067,360.6591,1430905800000.0
1068,360.4944,1430906400000.0
1069,331.61365,1430907000000.0
1070,350.65518,1430907600000.0
1071,337.0,1430908200000.0
1072,321.32956,1430908800000.0
1073,346.45978,1430909400000.0
1074,333.93182,1430910000000.0
1075,362.125,1430910600000.0
1076,377.7841,1430911200000.0
1077,364.25,1430911800000.0
1078,323.91013,1430912400000.0
1079,346.6666600000001,1430913000000.0
1080,342.1954,1430913600000.0
1081,335.55682,1430914200000.0
1082,376.53934,1430914800000.0
1083,332.70456,1430915400000.0
1084,317.0909,1430916000000.0
1085,345.70456,1430916600000.0
1086,361.94254,1430917200000.0
1087,328.046,1430917800000.0
1088,323.4138,1430918400000.0
1089,349.625,1430919000000.0
1090,322.046,1430919600000.0
1091,339.1724200000001,1430920200000.0
1092,338.48276,1430920800000.0
1093,328.52808,1430921400000.0
1094,367.4138,1430922000000.0
1095,416.8901,1430922600000.0
1096,330.07956,1430923200000.0
1097,316.71265,1430923800000.0
1098,435.55173,1430924400000.0
1099,412.16092,1430925000000.0
1100,440.86206,1430925600000.0
1101,442.0341,1430926200000.0
1102,487.96512,1430926800000.0
1103,506.12643,1430927400000.0
1104,506.16092,1430928000000.0
1105,496.08047,1430928600000.0
1106,535.1177,1430929200000.0
1107,505.18182,1430929800000.0
1108,545.6512,1430930400000.0
1109,591.6023,1430931000000.0
1110,560.4069999999998,1430931600000.0
1111,536.71265,1430932200000.0
1112,570.9,1430932800000.0
1113,742.34485,1430933400000.0
1114,1618.5287,1430934000000.0
1115,713.4432,1430934600000.0
1116,758.34485,1430935200000.0
1117,936.6667,1430935800000.0
1118,1864.1494,1430936400000.0
1119,747.7558,1430937000000.0
1120,738.0459599999998,1430937600000.0
1121,761.0353,1430938200000.0
1122,1477.5465,1430938800000.0
1123,720.50586,1430939400000.0
1124,582.5,1430940000000.0
1125,574.6781599999998,1430940600000.0
1126,575.0941,1430941200000.0
1127,548.2988,1430941800000.0
1128,548.7356599999998,1430942400000.0
1129,517.81396,1430943000000.0
1130,499.86365,1430943600000.0
1131,647.72095,1430944200000.0
1132,540.2988,1430944800000.0
1133,563.98834,1430945400000.0
1134,552.44183,1430946000000.0
1135,548.4069999999998,1430946600000.0
1136,601.8605,1430947200000.0
1137,562.34485,1430947800000.0
1138,427.8409,1430948400000.0
1139,376.57956,1430949000000.0
1140,378.8506,1430949600000.0
1141,394.33334,1430950200000.0
1142,390.45978,1430950800000.0
1143,344.6279,1430951400000.0
1144,338.29544,1430952000000.0
1145,374.8506,1430952600000.0
1146,351.25583,1430953200000.0
1147,370.86206,1430953800000.0
1148,324.875,1430954400000.0
1149,346.9655,1430955000000.0
1150,374.12048,1430955600000.0
1151,355.33334,1430956200000.0
1152,323.52274,1430956800000.0
1153,348.13483,1430957400000.0
1154,2468.7842,1430958000000.0
1155,530.7241,1430958600000.0
1156,382.18182,1430959200000.0
1157,361.86517,1430959800000.0
1158,384.23865,1430960400000.0
1159,395.34885,1430961000000.0
1160,371.1954,1430961600000.0
1161,340.88373,1430962200000.0
1162,794.3721,1430962800000.0
1163,2296.4023,1430963400000.0
1164,337.52808,1430964000000.0
1165,323.6744,1430964600000.0
1166,320.48865,1430965200000.0
1167,348.86047,1430965800000.0
1168,357.55814,1430966400000.0
1169,308.5618,1430967000000.0
1170,304.26746,1430967600000.0
1171,313.03372,1430968200000.0
1172,290.94254,1430968800000.0
1173,322.1494,1430969400000.0
1174,301.64368,1430970000000.0
1175,315.73563,1430970600000.0
1176,324.92044,1430971200000.0
1177,317.56818,1430971800000.0
1178,294.8275799999999,1430972400000.0
1179,315.125,1430973000000.0
1180,298.04544,1430973600000.0
1181,293.40698,1430974200000.0
1182,398.56323,1430974800000.0
1183,425.96512,1430975400000.0
1184,446.70114,1430976000000.0
1185,441.49426,1430976600000.0
1186,399.19278,1430977200000.0
1187,922.0,1430977800000.0
1188,444.3256,1430978400000.0
1189,402.08047,1430979000000.0
1190,429.70456,1430979600000.0
1191,2135.375,1430980200000.0
1192,1235.7587,1430980800000.0
1193,1585.9196,1430981400000.0
1194,1592.0238,1430982000000.0
1195,1658.4117,1430982600000.0
1196,585.7442,1430983200000.0
1197,338.9883700000001,1430983800000.0
1198,329.47675,1430984400000.0
1199,289.43024,1430985000000.0
1200,314.1494,1430985600000.0
1201,318.1954,1430986200000.0
1202,306.2643700000001,1430986800000.0
1203,353.34482,1430987400000.0
1204,346.09302,1430988000000.0
1205,302.44318,1430988600000.0
1206,310.47778,1430989200000.0
1207,333.54544,1430989800000.0
1208,308.11237,1430990400000.0
1209,338.43677,1430991000000.0
1210,305.9883700000001,1430991600000.0
1211,310.0341,1430992200000.0
1212,353.3793,1430992800000.0
1213,336.19318,1430993400000.0
1214,312.4482700000001,1430994000000.0
1215,330.8275799999999,1430994600000.0
1216,327.51724,1430995200000.0
1217,326.8506,1430995800000.0
1218,329.68604,1430996400000.0
1219,305.3563200000001,1430997000000.0
1220,345.4138,1430997600000.0
1221,347.0345,1430998200000.0
1222,319.64774,1430998800000.0
1223,316.2093,1430999400000.0
1224,342.47192,1431000000000.0
1225,310.7093,1431000600000.0
1226,334.4482700000001,1431001200000.0
1227,364.56323,1431001800000.0
1228,322.71265,1431002400000.0
1229,301.18823,1431003000000.0
1230,329.5862,1431003600000.0
1231,344.1839,1431004200000.0
1232,311.4186,1431004800000.0
1233,331.76404,1431005400000.0
1234,320.47125,1431006000000.0
1235,312.65518,1431006600000.0
1236,354.84885,1431007200000.0
1237,347.55682,1431007800000.0
1238,313.73563,1431008400000.0
1239,315.34482,1431009000000.0
1240,333.90805,1431009600000.0
1241,315.26965,1431010200000.0
1242,424.18604000000005,1431010800000.0
1243,395.1839,1431011400000.0
1244,402.94382,1431012000000.0
1245,476.05682,1431012600000.0
1246,474.90588,1431013200000.0
1247,418.33707,1431013800000.0
1248,664.98834,1431014400000.0
1249,800.7727,1431015000000.0
1250,584.9205,1431015600000.0
1251,567.619,1431016200000.0
1252,560.2023,1431016800000.0
1253,548.61176,1431017400000.0
1254,511.0,1431018000000.0
1255,570.7528,1431018600000.0
1256,583.1163,1431019200000.0
1257,508.93024,1431019800000.0
1258,448.9655,1431020400000.0
1259,476.81396,1431021000000.0
1260,500.22354,1431021600000.0
1261,544.2118,1431022200000.0
1262,591.7558,1431022800000.0
1263,570.3023,1431023400000.0
1264,533.34485,1431024000000.0
1265,529.7738,1431024600000.0
1266,498.2619,1431025200000.0
1267,534.6173,1431025800000.0
1268,576.9405,1431026400000.0
1269,520.0706,1431027000000.0
1270,541.97644,1431027600000.0
1271,788.33734,1431028200000.0
1272,496.70587,1431028800000.0
1273,497.0353,1431029400000.0
1274,611.0706,1431030000000.0
1275,531.48236,1431030600000.0
1276,464.06097,1431031200000.0
1277,508.91763,1431031800000.0
1278,550.2353,1431032400000.0
1279,507.20456,1431033000000.0
1280,416.63953,1431033600000.0
1281,476.2738,1431034200000.0
1282,429.2353,1431034800000.0
1283,401.3253,1431035400000.0
1284,398.7093,1431036000000.0
1285,381.45883,1431036600000.0
1286,418.4117700000001,1431037200000.0
1287,407.08237,1431037800000.0
1288,371.30588,1431038400000.0
1289,356.5647,1431039000000.0
1290,380.8506,1431039600000.0
1291,345.9883700000001,1431040200000.0
1292,360.8941,1431040800000.0
1293,353.94116,1431041400000.0
1294,352.63528,1431042000000.0
1295,382.44873,1431042600000.0
1296,373.19278,1431043200000.0
1297,341.43677,1431043800000.0
1298,340.17856,1431044400000.0
1299,358.9535,1431045000000.0
1300,324.4941,1431045600000.0
1301,356.43024,1431046200000.0
1302,338.7907,1431046800000.0
1303,349.89655,1431047400000.0
1304,364.5059,1431048000000.0
1305,362.5862,1431048600000.0
1306,348.78824,1431049200000.0
1307,1231.625,1431049800000.0
1308,1694.0824,1431050400000.0
1309,367.7738,1431051000000.0
1310,407.78824,1431051600000.0
1311,372.2907,1431052200000.0
1312,380.6279,1431052800000.0
1313,395.7381,1431053400000.0
1314,380.1059,1431054000000.0
1315,330.5119,1431054600000.0
1316,948.8837,1431055200000.0
1317,2346.8735,1431055800000.0
1318,325.9647,1431056400000.0
1319,343.76746,1431057000000.0
1320,318.57144,1431057600000.0
1321,336.13794,1431058200000.0
1322,349.7209200000001,1431058800000.0
1323,329.5647,1431059400000.0
1324,317.4353,1431060000000.0
1325,333.13095,1431060600000.0
1326,403.95294,1431061200000.0
1327,481.19766,1431061800000.0
1328,431.8256,1431062400000.0
1329,985.3571,1431063000000.0
1330,472.85883,1431063600000.0
1331,480.9524,1431064200000.0
1332,421.45,1431064800000.0
1333,601.3855599999998,1431065400000.0
1334,1472.1951,1431066000000.0
1335,1427.3038,1431066600000.0
1336,1430.0247,1431067200000.0
1337,450.7711,1431067800000.0
1338,452.82858,1431068400000.0
1339,752.5909,1431069000000.0
1340,899.7611699999999,1431069600000.0
1341,1248.8611,1431070200000.0
1342,592.6625,1431070800000.0
1343,1259.9398,1431071400000.0
1344,503.13333,1431072000000.0
1345,405.4375,1431072600000.0
1346,475.39285,1431073200000.0
1347,462.4,1431073800000.0
1348,353.6265,1431074400000.0
1349,413.90363,1431075000000.0
1350,443.45123,1431075600000.0
1351,415.0476,1431076200000.0
1352,383.56625,1431076800000.0
1353,422.13254000000006,1431077400000.0
1354,397.10843,1431078000000.0
1355,461.09756,1431078600000.0
1356,569.2941,1431079200000.0
1357,446.7738,1431079800000.0
1358,377.2561,1431080400000.0
1359,773.0,1431081000000.0
1360,465.14633,1431081600000.0
1361,418.34482,1431082200000.0
1362,440.13416,1431082800000.0
1363,473.7024,1431083400000.0
1364,495.78824,1431084000000.0
1365,615.2289400000002,1431084600000.0
1366,515.1975,1431085200000.0
1367,516.1084599999998,1431085800000.0
1368,845.25,1431086400000.0
1369,954.2353,1431087000000.0
1370,911.9036,1431087600000.0
1371,1044.0834,1431088200000.0
1372,864.6548,1431088800000.0
1373,931.4588,1431089400000.0
1374,856.9146,1431090000000.0
1375,527.9881,1431090600000.0
1376,635.2262,1431091200000.0
1377,409.39536,1431091800000.0
1378,455.07407,1431092400000.0
1379,547.3077,1431093000000.0
1380,544.4643,1431093600000.0
1381,411.75363,1431094200000.0
1382,436.80304,1431094800000.0
1383,421.87302,1431095400000.0
1384,444.83133,1431096000000.0
1385,419.78314000000006,1431096600000.0
1386,501.63416,1431097200000.0
1387,562.0952,1431097800000.0
1388,536.6988,1431098400000.0
1389,540.3418,1431099000000.0
1390,1224.0706,1431099600000.0
1391,824.0875,1431100200000.0
1392,622.8701,1431100800000.0
1393,862.34375,1431101400000.0
1394,578.64105,1431102000000.0
1395,577.1429,1431102600000.0
1396,602.561,1431103200000.0
1397,489.32144000000005,1431103800000.0
1398,484.9875,1431104400000.0
1399,744.0,1431105000000.0
1400,814.68353,1431105600000.0
1401,825.7564,1431106200000.0
1402,767.5,1431106800000.0
1403,724.1829,1431107400000.0
1404,1026.9036,1431108000000.0
1405,2347.5,1431108600000.0
1406,1892.8026,1431109200000.0
1407,828.5663,1431109800000.0
1408,673.35,1431110400000.0
1409,1217.8889,1431111000000.0
1410,837.4359,1431111600000.0
1411,773.5422,1431112200000.0
1412,674.13416,1431112800000.0
1413,1549.0731,1431113400000.0
1414,1712.2875,1431114000000.0
1415,1762.1866,1431114600000.0
1416,1773.875,1431115200000.0
1417,1757.494,1431115800000.0
1418,1815.5679,1431116400000.0
1419,1761.3086,1431117000000.0
1420,1661.4557,1431117600000.0
1421,1302.2433,1431118200000.0
1422,654.93243,1431118800000.0
1423,607.1831,1431119400000.0
1424,662.0,1431120000000.0
1425,581.6709,1431120600000.0
1426,466.5443,1431121200000.0
1427,431.125,1431121800000.0
1428,434.2405,1431122400000.0
1429,428.1519,1431123000000.0
1430,451.4074,1431123600000.0
1431,441.675,1431124200000.0
1432,414.66666,1431124800000.0
1433,414.11688,1431125400000.0
1434,433.8375,1431126000000.0
1435,393.08536,1431126600000.0
1436,409.19766,1431127200000.0
1437,393.62195,1431127800000.0
1438,393.7976,1431128400000.0
1439,420.18292,1431129000000.0
1440,426.94254000000006,1431129600000.0
1441,2347.0723,1431130200000.0
1442,790.9524,1431130800000.0
1443,410.2738,1431131400000.0
1444,383.6265,1431132000000.0
1445,420.6,1431132600000.0
1446,393.5647,1431133200000.0
1447,402.64285,1431133800000.0
1448,421.3494,1431134400000.0
1449,664.0,1431135000000.0
1450,2350.771,1431135600000.0
1451,590.7284,1431136200000.0
1452,391.94116,1431136800000.0
1453,365.03613,1431137400000.0
1454,418.31708,1431138000000.0
1455,374.41464,1431138600000.0
1456,367.13095,1431139200000.0
1457,393.0357,1431139800000.0
1458,389.94116,1431140400000.0
1459,360.20483,1431141000000.0
1460,370.60715,1431141600000.0
1461,362.5476,1431142200000.0
1462,351.7619,1431142800000.0
1463,396.20483,1431143400000.0
1464,365.85715,1431144000000.0
1465,361.4643,1431144600000.0
1466,395.24097,1431145200000.0
1467,396.27274,1431145800000.0
1468,363.6265,1431146400000.0
1469,368.0119,1431147000000.0
1470,356.5903600000001,1431147600000.0
1471,362.3253,1431148200000.0
1472,398.87656,1431148800000.0
1473,379.20255,1431149400000.0
1474,480.80246,1431150000000.0
1475,801.3855599999998,1431150600000.0
1476,418.80722,1431151200000.0
1477,386.0482,1431151800000.0
1478,511.01205,1431152400000.0
1479,531.2409700000002,1431153000000.0
1480,473.90125,1431153600000.0
1481,513.2738,1431154200000.0
1482,551.7805,1431154800000.0
1483,553.23456,1431155400000.0
1484,673.44305,1431156000000.0
1485,1486.3903,1431156600000.0
1486,822.5,1431157200000.0
1487,505.2987,1431157800000.0
1488,506.84415,1431158400000.0
1489,483.4375,1431159000000.0
1490,650.96344,1431159600000.0
1491,1998.8607,1431160200000.0
1492,566.83545,1431160800000.0
1493,811.8611,1431161400000.0
1494,753.50635,1431162000000.0
1495,703.28,1431162600000.0
1496,515.38464,1431163200000.0
1497,630.1805400000002,1431163800000.0
1498,838.06757,1431164400000.0
1499,613.0649400000002,1431165000000.0
1500,668.0,1431165600000.0
1501,2787.2676,1431166200000.0
1502,1656.7821,1431166800000.0
1503,2178.8076,1431167400000.0
1504,2190.5845,1431168000000.0
1505,2566.35,1431168600000.0
1506,2849.5774,1431169200000.0
1507,2740.7793,1431169800000.0
1508,2175.627,1431170400000.0
1509,1860.2561,1431171000000.0
1510,1255.4103,1431171600000.0
1511,1172.0,1431172200000.0
1512,4065.8267,1431172800000.0
1513,3010.013,1431173400000.0
1514,4076.2056,1431174000000.0
1515,1207.1482,1431174600000.0
1516,1246.4166,1431175200000.0
1517,1274.6757,1431175800000.0
1518,1270.579,1431176400000.0
1519,1091.6836,1431177000000.0
1520,1027.4762,1431177600000.0
1521,1583.5062,1431178200000.0
1522,2134.8271,1431178800000.0
1523,2599.078,1431179400000.0
1524,947.98737,1431180000000.0
1525,929.775,1431180600000.0
1526,978.3415,1431181200000.0
1527,2389.5696,1431181800000.0
1528,1071.0273,1431182400000.0
1529,1189.025,1431183000000.0
1530,1147.1923,1431183600000.0
1531,1078.1139,1431184200000.0
1532,1147.3132,1431184800000.0
1533,1092.4756,1431185400000.0
1534,1141.8718,1431186000000.0
1535,1449.935,1431186600000.0
1536,1977.7428,1431187200000.0
1537,1339.8052,1431187800000.0
1538,1090.7662,1431188400000.0
1539,1020.8947,1431189000000.0
1540,1573.4078,1431189600000.0
1541,965.7778,1431190200000.0
1542,982.2625,1431190800000.0
1543,919.3875,1431191400000.0
1544,1286.9125,1431192000000.0
1545,1067.5352,1431192600000.0
1546,953.2564,1431193200000.0
1547,1054.5,1431193800000.0
1548,1185.1646,1431194400000.0
1549,1520.8734,1431195000000.0
1550,946.59033,1431195600000.0
1551,1271.0,1431196200000.0
1552,922.125,1431196800000.0
1553,996.3171,1431197400000.0
1554,1015.475,1431198000000.0
1555,922.6,1431198600000.0
1556,936.8871,1431199200000.0
1557,930.26227,1431199800000.0
1558,900.08826,1431200400000.0
1559,1024.473,1431201000000.0
1560,970.3553,1431201600000.0
1561,905.8461,1431202200000.0
1562,1740.5135,1431202800000.0
1563,881.48,1431203400000.0
1564,912.4,1431204000000.0
1565,1029.6625,1431204600000.0
1566,1017.2025,1431205200000.0
1567,971.79486,1431205800000.0
1568,999.1429,1431206400000.0
1569,731.68353,1431207000000.0
1570,855.7066699999998,1431207600000.0
1571,2413.6077,1431208200000.0
1572,1675.2603,1431208800000.0
1573,1645.5343,1431209400000.0
1574,723.3472,1431210000000.0
1575,650.0132,1431210600000.0
1576,625.29333,1431211200000.0
1577,624.2632,1431211800000.0
1578,648.1053,1431212400000.0
1579,596.7778,1431213000000.0
1580,595.1375,1431213600000.0
1581,683.7284,1431214200000.0
1582,646.7808,1431214800000.0
1583,496.57318,1431215400000.0
1584,438.72415,1431216000000.0
1585,413.2907,1431216600000.0
1586,432.17044,1431217200000.0
1587,440.19318,1431217800000.0
1588,402.72726,1431218400000.0
1589,1067.3033,1431219000000.0
1590,2603.1348,1431219600000.0
1591,763.48865,1431220200000.0
1592,809.0952,1431220800000.0
1593,814.8132,1431221400000.0
1594,786.7586,1431222000000.0
1595,831.4607,1431222600000.0
1596,469.67416,1431223200000.0
1597,412.4138,1431223800000.0
1598,516.2118,1431224400000.0
1599,2444.4712,1431225000000.0
1600,1250.6364,1431225600000.0
1601,440.20456,1431226200000.0
1602,403.375,1431226800000.0
1603,382.86206,1431227400000.0
1604,413.25842,1431228000000.0
1605,387.52274,1431228600000.0
1606,401.64774,1431229200000.0
1607,414.10226,1431229800000.0
1608,373.91013,1431230400000.0
1609,399.67044,1431231000000.0
1610,412.7013,1431231600000.0
1611,385.06897,1431232200000.0
1612,409.28735,1431232800000.0
1613,400.2414,1431233400000.0
1614,378.11493,1431234000000.0
1615,414.954,1431234600000.0
1616,406.36783,1431235200000.0
1617,384.12643,1431235800000.0
1618,419.27585,1431236400000.0
1619,386.8506,1431237000000.0
1620,403.78162,1431237600000.0
1621,931.81396,1431238200000.0
1622,557.5862,1431238800000.0
1623,509.7841,1431239400000.0
1624,563.25,1431240000000.0
1625,489.49426,1431240600000.0
1626,433.4138,1431241200000.0
1627,404.09195,1431241800000.0
1628,372.9885,1431242400000.0
1629,422.65167,1431243000000.0
1630,398.52274,1431243600000.0
1631,827.2759,1431244200000.0
1632,1459.1609,1431244800000.0
1633,1377.5114,1431245400000.0
1634,1421.1609,1431246000000.0
1635,1509.0116,1431246600000.0
1636,1457.8,1431247200000.0
1637,1277.0698,1431247800000.0
1638,452.52942,1431248400000.0
1639,1424.3523,1431249000000.0
1640,978.56323,1431249600000.0
1641,1235.1058,1431250200000.0
1642,984.1628,1431250800000.0
1643,1060.9524,1431251400000.0
1644,1136.561,1431252000000.0
1645,636.1125,1431252600000.0
1646,654.8214,1431253200000.0
1647,681.7407,1431253800000.0
1648,661.89026,1431254400000.0
1649,737.3976,1431255000000.0
1650,1327.9277,1431255600000.0
1651,2304.4878,1431256200000.0
1652,903.4268,1431256800000.0
1653,817.1477,1431257400000.0
1654,831.97675,1431258000000.0
1655,572.5119,1431258600000.0
1656,766.0260000000002,1431259200000.0
1657,654.1899,1431259800000.0
1658,736.7867,1431260400000.0
1659,701.1412,1431261000000.0
1660,665.5747,1431261600000.0
1661,609.86365,1431262200000.0
1662,641.51135,1431262800000.0
1663,583.51166,1431263400000.0
1664,526.22095,1431264000000.0
1665,550.6977,1431264600000.0
1666,574.6706,1431265200000.0
1667,554.9432,1431265800000.0
1668,528.3721,1431266400000.0
1669,625.3721,1431267000000.0
1670,676.9195599999998,1431267600000.0
1671,567.74713,1431268200000.0
1672,3112.628,1431268800000.0
1673,2393.5059,1431269400000.0
1674,1321.023,1431270000000.0
1675,1236.5227,1431270600000.0
1676,1374.4236,1431271200000.0
1677,1316.8506,1431271800000.0
1678,1178.407,1431272400000.0
1679,1161.407,1431273000000.0
1680,1330.5764,1431273600000.0
1681,1565.9651,1431274200000.0
1682,1227.4236,1431274800000.0
1683,1161.0,1431275400000.0
1684,1307.7325,1431276000000.0
1685,1226.8506,1431276600000.0
1686,1277.6511,1431277200000.0
1687,972.4205,1431277800000.0
1688,592.2907,1431278400000.0
1689,627.05817,1431279000000.0
1690,722.5349,1431279600000.0
1691,2738.4204,1431280200000.0
1692,1950.5057,1431280800000.0
1693,1135.1023,1431281400000.0
1694,1190.816,1431282000000.0
1695,912.4659,1431282600000.0
1696,657.092,1431283200000.0
1697,635.1294,1431283800000.0
1698,664.8488,1431284400000.0
1699,713.43677,1431285000000.0
1700,614.2907,1431285600000.0
1701,591.931,1431286200000.0
1702,598.1348,1431286800000.0
1703,1205.9294,1431287400000.0
1704,771.0941,1431288000000.0
1705,732.68604,1431288600000.0
1706,735.4667,1431289200000.0
1707,707.5714,1431289800000.0
1708,684.4545,1431290400000.0
1709,732.9773,1431291000000.0
1710,716.0111,1431291600000.0
1711,628.24445,1431292200000.0
1712,615.5222,1431292800000.0
1713,611.95557,1431293400000.0
1714,582.9213,1431294000000.0
1715,508.34833,1431294600000.0
1716,464.53934,1431295200000.0
1717,411.191,1431295800000.0
1718,432.25555,1431296400000.0
1719,434.22473,1431297000000.0
1720,411.62222,1431297600000.0
1721,442.47726,1431298200000.0
1722,386.0,1431298800000.0
1723,416.80682,1431299400000.0
1724,438.07956,1431300000000.0
1725,380.20224,1431300600000.0
1726,395.64444,1431301200000.0
1727,410.19318,1431301800000.0
1728,338.49368,1431302400000.0
1729,321.7402600000001,1431303000000.0
1730,339.2625,1431303600000.0
1731,327.38272,1431304200000.0
1732,311.01236,1431304800000.0
1733,338.79013,1431305400000.0
1734,326.02533,1431306000000.0
1735,313.925,1431306600000.0
1736,336.9625,1431307200000.0
1737,315.98734,1431307800000.0
1738,336.8375,1431308400000.0
1739,2331.1604,1431309000000.0
1740,1105.2963,1431309600000.0
1741,359.0,1431310200000.0
1742,366.02563,1431310800000.0
1743,349.91025,1431311400000.0
1744,366.3816,1431312000000.0
1745,379.7595,1431312600000.0
1746,345.92307,1431313200000.0
1747,343.5263,1431313800000.0
1748,2276.284,1431314400000.0
1749,1218.8334,1431315000000.0
1750,335.5875,1431315600000.0
1751,323.775,1431316200000.0
1752,301.0,1431316800000.0
1753,322.3797600000001,1431317400000.0
1754,308.6666600000001,1431318000000.0
1755,313.7015,1431318600000.0
1756,347.42105,1431319200000.0
1757,321.32,1431319800000.0
1758,308.0886,1431320400000.0
1759,479.56412,1431321000000.0
1760,430.7073,1431321600000.0
1761,413.10526,1431322200000.0
1762,430.80264000000005,1431322800000.0
1763,972.52563,1431323400000.0
1764,416.33334,1431324000000.0
1765,1384.8607,1431324600000.0
1766,1387.6104,1431325200000.0
1767,3314.8857,1431325800000.0
1768,953.8246,1431326400000.0
1769,604.1698,1431327000000.0
1770,593.02985,1431327600000.0
1771,619.75757,1431328200000.0
1772,661.8406,1431328800000.0
1773,821.0172,1431329400000.0
1774,525.413,1431330000000.0
1775,494.3654,1431330600000.0
1776,472.975,1431331200000.0
1777,739.5189999999999,1431331800000.0
1778,573.6709,1431332400000.0
1779,314.8875,1431333000000.0
1780,352.7595,1431333600000.0
1781,327.1875,1431334200000.0
